Chart Title,Custom
Seconds,
0,
0.0204082,
0.0408163,
0.0612245,
0.0816327,
0.102041,
0.122449,
0.142857,
0.163265,
0.183673,
0.204082,
0.22449,
0.244898,
0.265306,
0.285714,
0.306122,
0.326531,
0.346939,
0.367347,
0.387755,
0.408163,
0.428571,
0.44898,
0.469388,
0.489796,
0.510204,
0.530612,
0.55102,
0.571429,
0.591837,
0.612245,
0.632653,
0.653061,
0.673469,
0.693878,
0.714286,
0.734694,
0.755102,
0.77551,
0.795918,
0.816327,
0.836735,
0.857143,
0.877551,
0.897959,
0.918367,
0.938776,
0.959184,
0.979592,
1,
1.02041,
1.04082,
1.06122,
1.08163,
1.10204,
1.12245,
1.14286,
1.16327,
1.18367,
1.20408,
1.22449,
1.2449,
1.26531,
1.28571,
1.30612,
1.32653,
1.34694,
1.36735,
1.38776,
1.40816,
1.42857,
1.44898,
1.46939,
1.4898,
1.5102,
1.53061,
1.55102,
1.57143,
1.59184,
1.61224,
1.63265,
1.65306,
1.67347,
1.69388,
1.71429,
1.73469,
1.7551,
1.77551,
1.79592,
1.81633,
1.83673,
1.85714,
1.87755,
1.89796,
1.91837,
1.93878,
1.95918,
1.97959,
2,
2.02041,
2.04082,
2.06122,
2.08163,
2.10204,
2.12245,
2.14286,
2.16327,
2.18367,
2.20408,
2.22449,
2.2449,
2.26531,
2.28571,
2.30612,
2.32653,
2.34694,
2.36735,
2.38776,
2.40816,
2.42857,
2.44898,
2.46939,
2.4898,
2.5102,
2.53061,
2.55102,
2.57143,
2.59184,
2.61224,
2.63265,
2.65306,
2.67347,
2.69388,
2.71429,
2.73469,
2.7551,
2.77551,
2.79592,
2.81633,
2.83673,
2.85714,
2.87755,
2.89796,
2.91837,
2.93878,
2.95918,
2.97959,
3,
3.02041,
3.04082,
3.06122,
3.08163,
3.10204,
3.12245,
3.14286,
3.16327,
3.18367,
3.20408,
3.22449,
3.2449,
3.26531,
3.28571,
3.30612,
3.32653,
3.34694,
3.36735,
3.38776,
3.40816,
3.42857,
3.44898,
3.46939,
3.4898,
3.5102,
3.53061,
3.55102,
3.57143,
3.59184,
3.61224,
3.63265,
3.65306,
3.67347,
3.69388,
3.71429,
3.73469,
3.7551,
3.77551,
3.79592,
3.81633,
3.83673,
3.85714,
3.87755,
3.89796,
3.91837,
3.93878,
3.95918,
3.97959,
4,
4.02041,
4.04082,
4.06122,
4.08163,
4.10204,
4.12245,
4.14286,
4.16327,
4.18367,
4.20408,
4.22449,
4.2449,
4.26531,
4.28571,
4.30612,
4.32653,
4.34694,
4.36735,
4.38776,
4.40816,
4.42857,
4.44898,
4.46939,
4.4898,
4.5102,
4.53061,
4.55102,
